txn_id,amount,timestamp,product_code,risk_score,billing_region,dist1,dist2,card_id,card_bin,card_issuer,card_brand,card_category,ip_address,ip_type,ip_country,ip_isp,ip_reputation,email_id,email_domain,is_disposable_email,address_id,addr_region,addr_country,addr_postal,merchant_id,merch_category,merch_risk,merch_terminals,account_id,device_id
TXN_100028,49.71,1710267030,W,0.161,CA,5.2,0.0,CARD_0028,488139,WellsFargo,visa,credit,198.51.0.38,RESIDENTIAL,US,Comcast,0.9,EMAIL_00027,gmail.com,false,ADDR_00027,CA,US,90237,MERCH_028,crypto_gateway,HIGH,10,ACCT_0028,DEV_0028
TXN_100029,298.84,1710184560,W,0.114,CA,5.2,0.0,CARD_0029,463271,Citibank,mastercard,credit,198.51.0.39,RESIDENTIAL,US,Comcast,0.9,EMAIL_00028,gmail.com,false,ADDR_00028,CA,US,90238,MERCH_029,digital_gaming,HIGH,10,ACCT_0029,DEV_0029
TXN_100030,90.76,1710225978,W,0.241,CA,5.2,0.0,CARD_0030,474332,Citibank,visa,credit,198.51.0.40,RESIDENTIAL,US,Comcast,0.9,EMAIL_00029,gmail.com,false,ADDR_00029,CA,US,90239,MERCH_030,retail,LOW,2,ACCT_0030,DEV_0030
TXN_100031,104.59,1710095589,W,0.131,CA,5.2,0.0,CARD_0031,441890,WellsFargo,discover,credit,198.51.0.41,RESIDENTIAL,US,Comcast,0.9,EMAIL_00030,gmail.com,false,ADDR_00030,CA,US,90240,MERCH_031,electronics,LOW,4,ACCT_0031,DEV_0031
TXN_100032,306.4,1710297915,W,0.22,CA,5.2,0.0,CARD_0032,482140,WellsFargo,discover,credit,198.51.0.42,RESIDENTIAL,US,Comcast,0.9,EMAIL_00031,gmail.com,false,ADDR_00031,CA,US,90241,MERCH_032,digital_gaming,HIGH,2,ACCT_0032,DEV_0032
TXN_100033,340.56,1710049107,W,0.154,CA,5.2,0.0,CARD_0033,442951,BankOfAmerica,visa,credit,198.51.0.43,RESIDENTIAL,US,Comcast,0.9,EMAIL_00032,gmail.com,false,ADDR_00032,CA,US,90242,MERCH_033,retail,LOW,2,ACCT_0033,DEV_0033
TXN_100034,67.73,1710164387,W,0.07,CA,5.2,0.0,CARD_0034,480236,BankOfAmerica,mastercard,credit,198.51.0.44,RESIDENTIAL,US,Comcast,0.9,EMAIL_00033,gmail.com,false,ADDR_00033,CA,US,90243,MERCH_034,travel,LOW,5,ACCT_0034,DEV_0034
TXN_100035,67.12,1710396541,W,0.152,CA,5.2,0.0,CARD_0035,487278,WellsFargo,visa,credit,198.51.0.45,RESIDENTIAL,US,Comcast,0.9,EMAIL_00034,gmail.com,false,ADDR_00034,CA,US,90244,MERCH_035,travel,LOW,6,ACCT_0035,DEV_0035
TXN_100036,157.04,1710319282,W,0.1,CA,5.2,0.0,CARD_0036,457301,BankOfAmerica,discover,credit,198.51.0.46,RESIDENTIAL,US,Comcast,0.9,EMAIL_00035,gmail.com,false,ADDR_00035,CA,US,90245,MERCH_036,retail,LOW,6,ACCT_0036,DEV_0036
TXN_100037,130.63,1710059138,W,0.171,CA,5.2,0.0,CARD_0037,415965,Chase,discover,credit,198.51.0.47,RESIDENTIAL,US,Comcast,0.9,EMAIL_00036,gmail.com,false,ADDR_00036,CA,US,90246,MERCH_037,digital_gaming,HIGH,4,ACCT_0037,DEV_0037
TXN_100038,118.32,1710116615,W,0.052,CA,5.2,0.0,CARD_0038,474340,Chase,visa,credit,198.51.0.48,RESIDENTIAL,US,Comcast,0.9,EMAIL_00037,gmail.com,false,ADDR_00037,CA,US,90247,MERCH_038,crypto_gateway,HIGH,5,ACCT_0038,DEV_0038
TXN_100039,331.68,1710403312,W,0.125,CA,5.2,0.0,CARD_0039,467733,WellsFargo,mastercard,credit,198.51.0.49,RESIDENTIAL,US,Comcast,0.9,EMAIL_00038,gmail.com,false,ADDR_00038,CA,US,90248,MERCH_039,crypto_gateway,HIGH,2,ACCT_0039,DEV_0039
TXN_100040,17.59,1710392650,W,0.137,CA,5.2,0.0,CARD_0040,472616,Chase,visa,credit,198.51.0.50,RESIDENTIAL,US,Comcast,0.9,EMAIL_00039,gmail.com,false,ADDR_00039,CA,US,90249,MERCH_040,grocery,LOW,3,ACCT_0040,DEV_0040
TXN_100041,250.73,1710263281,W,0.248,CA,5.2,0.0,CARD_0041,492502,Chase,mastercard,credit,198.51.0.51,RESIDENTIAL,US,Comcast,0.9,EMAIL_00040,gmail.com,false,ADDR_00040,CA,US,90250,MERCH_041,grocery,LOW,4,ACCT_0041,DEV_0041
TXN_100042,29.17,1710010825,W,0.182,CA,5.2,0.0,CARD_0042,442530,Chase,amex,credit,198.51.0.52,RESIDENTIAL,US,Comcast,0.9,EMAIL_00041,gmail.com,false,ADDR_00041,CA,US,90251,MERCH_042,retail,LOW,8,ACCT_0042,DEV_0042
TXN_100043,252.68,1710219991,W,0.055,CA,5.2,0.0,CARD_0043,459856,Citibank,amex,credit,198.51.0.53,RESIDENTIAL,US,Comcast,0.9,EMAIL_00042,gmail.com,false,ADDR_00042,CA,US,90252,MERCH_043,travel,LOW,5,ACCT_0043,DEV_0043
TXN_100044,123.8,1710421123,W,0.15,CA,5.2,0.0,CARD_0044,491399,Chase,visa,credit,198.51.0.54,RESIDENTIAL,US,Comcast,0.9,EMAIL_00043,gmail.com,false,ADDR_00043,CA,US,90253,MERCH_044,crypto_gateway,HIGH,9,ACCT_0044,DEV_0044
TXN_100045,50.46,1710229419,W,0.141,CA,5.2,0.0,CARD_0045,444687,Chase,mastercard,credit,198.51.0.55,RESIDENTIAL,US,Comcast,0.9,EMAIL_00044,gmail.com,false,ADDR_00044,CA,US,90254,MERCH_045,retail,LOW,6,ACCT_0045,DEV_0045
TXN_100046,118.94,1710179002,W,0.089,CA,5.2,0.0,CARD_0046,430517,Chase,amex,credit,198.51.0.56,RESIDENTIAL,US,Comcast,0.9,EMAIL_00045,gmail.com,false,ADDR_00045,CA,US,90255,MERCH_046,electronics,LOW,4,ACCT_0046,DEV_0046
TXN_100047,186.01,1710060782,W,0.13,CA,5.2,0.0,CARD_0047,440340,WellsFargo,discover,credit,198.51.0.57,RESIDENTIAL,US,Comcast,0.9,EMAIL_00046,gmail.com,false,ADDR_00046,CA,US,90256,MERCH_047,electronics,LOW,6,ACCT_0047,DEV_0047
TXN_100048,94.15,1710077778,W,0.189,CA,5.2,0.0,CARD_0048,440595,WellsFargo,mastercard,credit,198.51.0.58,RESIDENTIAL,US,Comcast,0.9,EMAIL_00047,gmail.com,false,ADDR_00047,CA,US,90257,MERCH_048,travel,LOW,5,ACCT_0048,DEV_0048
TXN_100049,269.67,1710344675,W,0.194,CA,5.2,0.0,CARD_0049,494886,BankOfAmerica,discover,credit,198.51.0.59,RESIDENTIAL,US,Comcast,0.9,EMAIL_00048,gmail.com,false,ADDR_00048,CA,US,90258,MERCH_049,electronics,LOW,4,ACCT_0049,DEV_0049
TXN_100050,170.42,1710296559,W,0.196,CA,5.2,0.0,CARD_0050,431747,WellsFargo,discover,credit,198.51.0.60,RESIDENTIAL,US,Comcast,0.9,EMAIL_00049,gmail.com,false,ADDR_00049,CA,US,90259,MERCH_050,grocery,LOW,6,ACCT_0050,DEV_0050
TXN_100051,304.52,1710329842,W,0.066,CA,5.2,0.0,CARD_0051,449857,Citibank,discover,credit,198.51.0.61,RESIDENTIAL,US,Comcast,0.9,EMAIL_00050,gmail.com,false,ADDR_00050,CA,US,90260,MERCH_001,crypto_gateway,HIGH,2,ACCT_0051,DEV_0051
TXN_100052,163.14,1710159765,W,0.131,CA,5.2,0.0,CARD_0052,420543,Chase,amex,credit,198.51.0.62,RESIDENTIAL,US,Comcast,0.9,EMAIL_00051,gmail.com,false,ADDR_00051,CA,US,90261,MERCH_002,electronics,LOW,5,ACCT_0052,DEV_0052
TXN_100053,39.85,1710243086,W,0.135,CA,5.2,0.0,CARD_0053,413390,Chase,mastercard,credit,198.51.0.63,RESIDENTIAL,US,Comcast,0.9,EMAIL_00052,gmail.com,false,ADDR_00052,CA,US,90262,MERCH_003,retail,LOW,4,ACCT_0053,DEV_0053
TXN_100054,111.17,1710338990,W,0.167,CA,5.2,0.0,CARD_0054,498117,WellsFargo,visa,credit,198.51.0.64,RESIDENTIAL,US,Comcast,0.9,EMAIL_00053,gmail.com,false,ADDR_00053,CA,US,90263,MERCH_004,retail,LOW,2,ACCT_0054,DEV_0054
TXN_100055,209.41,1710416140,W,0.2,CA,5.2,0.0,CARD_0055,495394,Citibank,discover,credit,198.51.0.65,RESIDENTIAL,US,Comcast,0.9,EMAIL_00054,gmail.com,false,ADDR_00054,CA,US,90264,MERCH_005,crypto_gateway,HIGH,9,ACCT_0055,DEV_0055
TXN_100056,122.71,1710250366,W,0.154,CA,5.2,0.0,CARD_0056,474451,Chase,amex,credit,198.51.0.66,RESIDENTIAL,US,Comcast,0.9,EMAIL_00055,gmail.com,false,ADDR_00055,CA,US,90265,MERCH_006,electronics,LOW,10,ACCT_0056,DEV_0056
TXN_100057,286.67,1710440026,W,0.199,CA,5.2,0.0,CARD_0057,497835,Chase,mastercard,credit,198.51.0.67,RESIDENTIAL,US,Comcast,0.9,EMAIL_00056,gmail.com,false,ADDR_00056,CA,US,90266,MERCH_007,travel,LOW,1,ACCT_0057,DEV_0057
TXN_100058,28.11,1710371997,W,0.17,CA,5.2,0.0,CARD_0058,447777,Citibank,visa,credit,198.51.0.68,RESIDENTIAL,US,Comcast,0.9,EMAIL_00057,gmail.com,false,ADDR_00057,CA,US,90267,MERCH_008,electronics,LOW,2,ACCT_0058,DEV_0058
TXN_100059,68.18,1710196481,W,0.228,CA,5.2,0.0,CARD_0059,452372,Chase,amex,credit,198.51.0.69,RESIDENTIAL,US,Comcast,0.9,EMAIL_00058,gmail.com,false,ADDR_00058,CA,US,90268,MERCH_009,retail,LOW,4,ACCT_0059,DEV_0059
TXN_100060,279.39,1710340374,W,0.072,CA,5.2,0.0,CARD_0060,410150,Citibank,amex,credit,198.51.0.70,RESIDENTIAL,US,Comcast,0.9,EMAIL_00059,gmail.com,false,ADDR_00059,CA,US,90269,MERCH_010,grocery,LOW,10,ACCT_0060,DEV_0060
TXN_100061,242.26,1710149974,W,0.251,CA,5.2,0.0,CARD_0061,491609,Citibank,amex,credit,198.51.0.71,RESIDENTIAL,US,Comcast,0.9,EMAIL_00060,gmail.com,false,ADDR_00060,CA,US,90270,MERCH_011,electronics,LOW,9,ACCT_0061,DEV_0061
TXN_100062,42.3,1710348923,W,0.273,CA,5.2,0.0,CARD_0062,481987,BankOfAmerica,discover,credit,198.51.0.72,RESIDENTIAL,US,Comcast,0.9,EMAIL_00061,gmail.com,false,ADDR_00061,CA,US,90271,MERCH_012,retail,LOW,9,ACCT_0062,DEV_0062
TXN_100063,248.99,1710206498,W,0.266,CA,5.2,0.0,CARD_0063,492578,BankOfAmerica,mastercard,credit,198.51.0.73,RESIDENTIAL,US,Comcast,0.9,EMAIL_00062,gmail.com,false,ADDR_00062,CA,US,90272,MERCH_013,travel,LOW,4,ACCT_0063,DEV_0063
TXN_100064,118.71,1710198488,W,0.212,CA,5.2,0.0,CARD_0064,422217,BankOfAmerica,visa,credit,198.51.0.74,RESIDENTIAL,US,Comcast,0.9,EMAIL_00063,gmail.com,false,ADDR_00063,CA,US,90273,MERCH_014,travel,LOW,10,ACCT_0064,DEV_0064
TXN_100065,332.28,1710360354,W,0.204,CA,5.2,0.0,CARD_0065,430181,Citibank,discover,credit,198.51.0.75,RESIDENTIAL,US,Comcast,0.9,EMAIL_00064,gmail.com,false,ADDR_00064,CA,US,90274,MERCH_015,digital_gaming,HIGH,1,ACCT_0065,DEV_0065
TXN_100066,21.11,1710162934,W,0.268,CA,5.2,0.0,CARD_0066,473242,Citibank,mastercard,credit,198.51.0.76,RESIDENTIAL,US,Comcast,0.9,EMAIL_00065,gmail.com,false,ADDR_00065,CA,US,90275,MERCH_016,retail,LOW,7,ACCT_0066,DEV_0066
TXN_100067,177.9,1710119773,W,0.118,CA,5.2,0.0,CARD_0067,488561,BankOfAmerica,visa,credit,198.51.0.77,RESIDENTIAL,US,Comcast,0.9,EMAIL_00066,gmail.com,false,ADDR_00066,CA,US,90276,MERCH_017,digital_gaming,HIGH,5,ACCT_0067,DEV_0067
TXN_100068,279.02,1710267175,W,0.127,CA,5.2,0.0,CARD_0068,476550,WellsFargo,visa,credit,198.51.0.78,RESIDENTIAL,US,Comcast,0.9,EMAIL_00067,gmail.com,false,ADDR_00067,CA,US,90277,MERCH_018,retail,LOW,4,ACCT_0068,DEV_0068
TXN_100069,271.71,1710069707,W,0.092,CA,5.2,0.0,CARD_0069,486011,Citibank,mastercard,credit,198.51.0.79,RESIDENTIAL,US,Comcast,0.9,EMAIL_00068,gmail.com,false,ADDR_00068,CA,US,90278,MERCH_019,digital_gaming,HIGH,2,ACCT_0069,DEV_0069
TXN_100070,256.6,1710023907,W,0.216,CA,5.2,0.0,CARD_0070,453573,Citibank,amex,credit,198.51.0.80,RESIDENTIAL,US,Comcast,0.9,EMAIL_00069,gmail.com,false,ADDR_00069,CA,US,90279,MERCH_020,electronics,LOW,7,ACCT_0070,DEV_0070
TXN_100071,339.81,1710321127,W,0.173,CA,5.2,0.0,CARD_0071,441300,Citibank,mastercard,credit,198.51.0.81,RESIDENTIAL,US,Comcast,0.9,EMAIL_00070,gmail.com,false,ADDR_00070,CA,US,90280,MERCH_021,electronics,LOW,6,ACCT_0071,DEV_0071
TXN_100072,118.67,1710424951,W,0.206,CA,5.2,0.0,CARD_0072,471993,Citibank,amex,credit,198.51.0.82,RESIDENTIAL,US,Comcast,0.9,EMAIL_00071,gmail.com,false,ADDR_00071,CA,US,90281,MERCH_022,digital_gaming,HIGH,10,ACCT_0072,DEV_0072
TXN_100073,169.66,1710148729,W,0.146,CA,5.2,0.0,CARD_0073,414852,BankOfAmerica,discover,credit,198.51.0.83,RESIDENTIAL,US,Comcast,0.9,EMAIL_00072,gmail.com,false,ADDR_00072,CA,US,90282,MERCH_023,digital_gaming,HIGH,1,ACCT_0073,DEV_0073
TXN_100074,69.29,1710105699,W,0.197,CA,5.2,0.0,CARD_0074,467711,Chase,amex,credit,198.51.0.84,RESIDENTIAL,US,Comcast,0.9,EMAIL_00073,gmail.com,false,ADDR_00073,CA,US,90283,MERCH_024,crypto_gateway,HIGH,8,ACCT_0074,DEV_0074
TXN_100075,307.83,1710291739,W,0.116,CA,5.2,0.0,CARD_0075,495823,BankOfAmerica,visa,credit,198.51.0.85,RESIDENTIAL,US,Comcast,0.9,EMAIL_00074,gmail.com,false,ADDR_00074,CA,US,90284,MERCH_025,grocery,LOW,2,ACCT_0075,DEV_0075
TXN_100076,270.64,1710144021,W,0.241,CA,5.2,0.0,CARD_0076,462098,Chase,discover,credit,198.51.0.86,RESIDENTIAL,US,Comcast,0.9,EMAIL_00075,gmail.com,false,ADDR_00075,CA,US,90285,MERCH_026,travel,LOW,2,ACCT_0076,DEV_0076
TXN_100077,45.72,1710478366,W,0.264,CA,5.2,0.0,CARD_0077,451505,Citibank,visa,credit,198.51.0.87,RESIDENTIAL,US,Comcast,0.9,EMAIL_00076,gmail.com,false,ADDR_00076,CA,US,90286,MERCH_027,grocery,LOW,5,ACCT_0077,DEV_0077
TXN_100078,32.84,1710264196,W,0.279,CA,5.2,0.0,CARD_0078,499705,WellsFargo,mastercard,credit,198.51.0.88,RESIDENTIAL,US,Comcast,0.9,EMAIL_00077,gmail.com,false,ADDR_00077,CA,US,90287,MERCH_028,crypto_gateway,HIGH,10,ACCT_0078,DEV_0078
TXN_100079,140.6,1710015778,W,0.199,CA,5.2,0.0,CARD_0079,422903,Chase,amex,credit,198.51.0.89,RESIDENTIAL,US,Comcast,0.9,EMAIL_00078,gmail.com,false,ADDR_00078,CA,US,90288,MERCH_029,digital_gaming,HIGH,10,ACCT_0079,DEV_0079
TXN_100080,280.11,1710073141,W,0.21,CA,5.2,0.0,CARD_0080,416028,WellsFargo,visa,credit,198.51.0.90,RESIDENTIAL,US,Comcast,0.9,EMAIL_00079,gmail.com,false,ADDR_00079,CA,US,90289,MERCH_030,retail,LOW,2,ACCT_0080,DEV_0080
TXN_100081,61.5,1710370904,W,0.051,CA,5.2,0.0,CARD_0081,429080,BankOfAmerica,amex,credit,198.51.0.91,RESIDENTIAL,US,Comcast,0.9,EMAIL_00080,gmail.com,false,ADDR_00080,CA,US,90290,MERCH_031,electronics,LOW,4,ACCT_0081,DEV_0081
TXN_100082,41.54,1710135177,W,0.266,CA,5.2,0.0,CARD_0082,420350,Citibank,mastercard,credit,198.51.0.92,RESIDENTIAL,US,Comcast,0.9,EMAIL_00081,gmail.com,false,ADDR_00081,CA,US,90291,MERCH_032,digital_gaming,HIGH,2,ACCT_0082,DEV_0082
TXN_100083,52.25,1710152048,W,0.061,CA,5.2,0.0,CARD_0083,493611,WellsFargo,amex,credit,198.51.0.93,RESIDENTIAL,US,Comcast,0.9,EMAIL_00082,gmail.com,false,ADDR_00082,CA,US,90292,MERCH_033,retail,LOW,2,ACCT_0083,DEV_0083
TXN_100084,155.64,1710417231,W,0.242,CA,5.2,0.0,CARD_0084,470981,WellsFargo,mastercard,credit,198.51.0.94,RESIDENTIAL,US,Comcast,0.9,EMAIL_00083,gmail.com,false,ADDR_00083,CA,US,90293,MERCH_034,travel,LOW,5,ACCT_0084,DEV_0084
TXN_100085,182.44,1710282046,W,0.182,CA,5.2,0.0,CARD_0085,487014,WellsFargo,amex,credit,198.51.0.95,RESIDENTIAL,US,Comcast,0.9,EMAIL_00084,gmail.com,false,ADDR_00084,CA,US,90294,MERCH_035,travel,LOW,6,ACCT_0085,DEV_0085
TXN_100086,255.71,1710153710,W,0.131,CA,5.2,0.0,CARD_0086,449599,BankOfAmerica,amex,credit,198.51.0.96,RESIDENTIAL,US,Comcast,0.9,EMAIL_00085,gmail.com,false,ADDR_00085,CA,US,90295,MERCH_036,retail,LOW,6,ACCT_0086,DEV_0086
TXN_100087,206.17,1710099206,W,0.066,CA,5.2,0.0,CARD_0087,459986,WellsFargo,discover,credit,198.51.0.97,RESIDENTIAL,US,Comcast,0.9,EMAIL_00086,gmail.com,false,ADDR_00086,CA,US,90296,MERCH_037,digital_gaming,HIGH,4,ACCT_0087,DEV_0087
TXN_100088,145.8,1710247486,W,0.276,CA,5.2,0.0,CARD_0088,496275,Citibank,discover,credit,198.51.0.98,RESIDENTIAL,US,Comcast,0.9,EMAIL_00087,gmail.com,false,ADDR_00087,CA,US,90297,MERCH_038,crypto_gateway,HIGH,5,ACCT_0088,DEV_0088
TXN_100089,99.97,1710009515,W,0.105,CA,5.2,0.0,CARD_0089,475107,WellsFargo,mastercard,credit,198.51.0.99,RESIDENTIAL,US,Comcast,0.9,EMAIL_00088,gmail.com,false,ADDR_00088,CA,US,90298,MERCH_039,crypto_gateway,HIGH,2,ACCT_0089,DEV_0089
